meeting_hours_per_week,meeting_counts_per_week,messages_sent_per_day,messages_received_per_day,avg_response_latency_min,communication_burstiness,after_hours_message_ratio,communication_balance,conversation_length_avg,avg_tasks_assigned_per_week,avg_tasks_completed_per_week,task_completion_rate,avg_task_age_days,overdue_task_ratio,task_comment_sentiment_mean,logged_hours_per_week,variance_in_work_hours,late_start_count_per_month,early_exit_count_per_month,absenteeism_rate,avg_break_length_minutes,performance_score,burnout_risk_score
7.9,16,91,93,12.3,0.69,0.035,0.97,7.4,21,19,0.91,5.5,0.13,0.57,35.5,1.52,0,4,0.002,45.0,0.83,0.11
5.0,8,100,90,16.5,0.49,0.075,1.1,5.0,32,23,0.72,6.5,0.24,-0.32,48.2,1.68,4,2,0.068,30.0,0.62,0.33
6.5,10,95,147,6.7,0.2,0.208,0.64,15.5,29,24,0.81,1.2,0.22,-0.18,41.7,1.89,2,0,0.05,40.5,0.66,0.43
10.5,11,106,111,2.8,0.17,0.088,0.95,12.8,29,25,0.87,4.7,0.05,-0.25,45.7,1.99,1,4,0.015,43.5,0.7,0.55
9.6,13,54,104,9.6,0.14,0.241,0.6,8.9,27,22,0.81,7.4,0.26,-0.06,45.1,1.68,0,2,0.02,59.2,0.71,0.41
7.3,19,74,125,8.3,0.46,0.189,0.6,5.0,26,22,0.84,11.6,0.21,0.15,42.0,1.61,1,0,0.044,58.8,0.66,0.34
6.9,9,56,111,5.8,0.36,0.414,0.6,5.0,33,29,0.88,5.4,0.09,-0.27,50.0,2.32,1,1,0.045,61.2,0.69,0.52
6.8,13,70,86,9.6,0.25,0.102,0.8,12.3,26,21,0.81,10.3,0.15,0.29,50.0,1.5,2,1,0.064,50.6,0.74,0.27
5.2,11,105,132,6.9,0.55,0.26,0.79,20.2,29,21,0.73,8.4,0.29,-0.33,47.6,1.8,4,2,0.029,35.2,0.59,0.52
12.8,14,82,66,1.0,0.56,0.11,1.22,11.3,28,21,0.74,6.7,0.18,-0.24,38.4,1.66,1,2,0.044,31.4,0.59,0.55
7.0,10,145,109,7.8,0.04,0.1,1.32,10.2,18,15,0.86,3.0,0.14,0.3,47.7,1.41,1,0,0.047,34.5,0.75,0.32
11.7,11,84,53,4.3,0.16,0.076,1.4,11.9,18,14,0.75,3.1,0.21,-0.29,35.0,1.42,5,0,0.045,44.0,0.67,0.43
12.6,19,81,106,11.2,0.36,0.231,0.76,22.9,25,24,0.97,7.9,0.02,-0.34,47.6,2.16,1,2,0.006,44.6,0.78,0.63
11.0,10,82,105,6.7,0.27,0.06,0.77,15.8,18,17,0.95,4.4,0.02,0.31,35.0,1.45,3,1,0.033,60.4,0.82,0.34
6.7,12,64,150,15.6,0.21,0.307,0.6,7.3,26,21,0.8,4.2,0.16,-0.09,40.7,1.32,6,0,0.027,41.2,0.64,0.39
9.2,14,78,53,18.0,0.3,0.03,1.4,12.1,23,22,0.95,5.5,0.14,0.32,46.8,1.13,6,0,0.079,30.0,0.8,0.36
7.9,13,108,81,13.4,0.49,0.229,1.32,13.7,24,21,0.86,5.5,0.18,0.17,43.5,1.71,2,0,0.037,30.0,0.73,0.39
5.3,7,82,124,2.2,0.55,0.155,0.66,6.7,22,16,0.75,8.7,0.18,-0.6,36.1,1.24,4,0,0.035,30.4,0.61,0.33
9.0,17,60,110,17.5,0.26,0.058,0.6,15.8,27,24,0.88,4.5,0.07,0.42,42.7,1.67,1,2,0.039,30.3,0.75,0.23
4.5,15,56,105,17.9,0.42,0.047,0.6,7.9,36,33,0.9,8.4,0.14,0.53,43.5,1.59,2,1,0.074,30.0,0.8,0.1
11.6,11,68,71,10.1,0.3,0.025,0.94,5.0,23,17,0.73,7.3,0.3,0.11,42.8,1.29,2,3,0.049,68.5,0.67,0.44
6.6,16,81,82,16.6,0.19,0.137,0.98,12.4,18,14,0.79,1.0,0.14,0.29,40.4,0.8,4,1,0.031,30.0,0.79,0.24
8.6,12,109,137,7.2,0.37,0.318,0.79,11.6,28,20,0.7,6.9,0.3,-0.27,45.4,0.99,0,1,0.073,36.4,0.58,0.54
8.8,12,46,98,1.0,0.12,0.262,0.6,12.0,29,23,0.79,1.0,0.22,-0.26,46.6,1.06,3,0,0.074,54.9,0.68,0.6
7.2,20,72,111,6.2,0.45,0.101,0.64,8.2,23,18,0.8,3.3,0.1,0.06,41.4,1.0,1,3,0.021,53.8,0.74,0.37
9.8,10,83,96,18.6,0.53,0.242,0.86,8.9,29,26,0.89,7.4,0.09,0.29,48.1,1.73,1,0,0.031,30.0,0.75,0.38
6.6,16,34,64,2.5,0.18,0.05,0.6,17.6,24,18,0.76,6.0,0.23,0.13,41.4,2.56,3,1,0.077,63.1,0.71,0.25
10.6,14,59,128,10.0,0.36,0.171,0.6,14.2,33,23,0.71,1.0,0.29,-0.32,40.0,1.24,1,1,0.043,60.9,0.57,0.47
4.0,8,63,115,10.2,0.46,0.105,0.6,7.2,24,19,0.79,2.6,0.14,-0.2,47.4,1.31,3,0,0.035,42.3,0.66,0.29
8.4,5,60,169,7.4,0.53,0.163,0.6,5.0,30,28,0.95,1.0,0.01,-0.36,47.3,1.21,2,1,0.016,45.4,0.71,0.42
13.8,12,84,69,7.8,0.5,0.148,1.2,7.4,25,20,0.82,2.0,0.15,0.14,39.5,1.93,4,1,0.031,31.3,0.7,0.41
5.0,15,75,124,10.4,0.62,0.357,0.6,12.8,15,12,0.82,7.7,0.15,-0.17,38.9,1.71,1,1,0.05,48.8,0.59,0.42
6.0,8,66,60,7.2,0.26,0.142,1.08,8.8,28,24,0.84,4.3,0.13,-0.12,49.1,1.49,4,3,0.003,48.4,0.75,0.36
9.5,16,90,104,2.9,0.29,0.144,0.86,8.5,21,19,0.93,6.5,0.07,0.55,41.6,0.89,2,2,0.007,37.7,0.79,0.28
8.5,11,123,129,11.1,0.11,0.156,0.95,9.1,18,15,0.84,6.0,0.17,0.11,42.0,1.02,3,2,0.0,54.7,0.74,0.39
9.1,8,120,37,15.4,0.21,0.172,1.4,11.6,29,21,0.73,6.1,0.3,-0.1,41.0,1.59,1,0,0.018,50.0,0.64,0.45
9.5,19,31,93,14.3,0.53,0.104,0.6,15.9,36,27,0.76,9.1,0.28,0.07,47.3,1.61,5,1,0.015,90.0,0.66,0.3
9.9,9,94,83,6.0,0.26,0.226,1.12,12.0,23,17,0.76,5.4,0.3,0.23,50.0,1.49,2,3,0.068,31.5,0.62,0.33
11.3,18,75,78,3.7,0.55,0.022,0.95,12.3,23,20,0.85,8.7,0.12,-0.51,42.3,1.83,4,3,0.015,65.0,0.65,0.48
9.2,10,83,111,8.6,0.47,0.035,0.74,10.9,33,23,0.71,1.0,0.24,-0.31,50.0,0.89,4,0,0.053,32.2,0.61,0.4
7.3,10,70,133,17.8,0.85,0.105,0.6,9.5,30,24,0.79,9.3,0.25,-0.22,39.8,1.65,0,0,0.009,52.9,0.64,0.42
10.0,12,82,96,13.2,0.22,0.026,0.85,16.5,23,20,0.88,2.1,0.12,-0.31,40.9,1.62,1,0,0.047,30.0,0.67,0.41
13.7,9,83,106,13.5,0.47,0.063,0.78,15.7,24,19,0.81,2.8,0.23,-0.21,44.7,1.02,2,1,0.035,37.3,0.64,0.6
7.6,9,65,103,14.4,0.45,0.048,0.62,22.2,34,31,0.91,3.9,0.04,-0.41,38.7,1.2,1,1,0.033,52.1,0.72,0.38
5.1,10,57,100,12.1,0.32,0.038,0.6,15.1,22,18,0.82,9.3,0.22,0.16,44.6,1.85,2,1,0.069,48.6,0.73,0.27
11.3,12,68,67,10.6,0.21,0.282,1.0,9.5,27,27,0.99,3.3,0.0,-0.06,39.9,0.93,2,2,0.013,30.0,0.73,0.45
7.6,9,85,133,13.3,0.32,0.046,0.63,7.5,27,27,0.99,4.0,0.0,0.16,35.8,2.73,0,0,0.048,38.8,0.77,0.3
2.0,10,94,108,7.3,0.12,0.221,0.86,16.8,21,20,0.94,3.1,0.04,0.07,35.0,1.78,3,2,0.066,67.2,0.75,0.26
10.5,12,101,111,2.9,0.41,0.086,0.9,7.9,23,23,0.99,6.8,0.04,0.23,40.7,1.47,0,0,0.057,60.4,0.79,0.4
6.4,13,67,75,13.6,0.31,0.272,0.88,16.0,18,14,0.76,8.2,0.28,-0.92,43.7,1.37,3,1,0.079,59.4,0.53,0.56
7.7,11,87,86,16.2,0.37,0.008,1.0,8.2,27,25,0.93,11.1,0.06,0.18,36.6,1.89,2,0,0.0,80.3,0.81,0.33
9.0,14,104,94,4.4,0.29,0.087,1.09,13.7,13,10,0.8,13.2,0.22,-0.2,42.7,1.29,0,1,0.071,30.0,0.66,0.43
8.6,13,109,53,14.1,0.26,0.083,1.4,6.7,21,19,0.92,8.0,0.1,0.12,42.7,1.31,1,0,0.049,39.1,0.7,0.31
10.1,11,78,49,18.4,0.27,0.224,1.4,15.9,26,21,0.81,7.1,0.22,-0.48,41.3,2.23,6,2,0.0,45.5,0.61,0.5
6.7,9,74,81,10.0,0.12,0.07,0.9,5.8,22,17,0.79,2.3,0.26,-0.04,38.3,1.26,1,2,0.037,34.0,0.62,0.35
9.5,12,84,115,5.9,0.47,0.138,0.72,13.4,25,25,0.99,11.7,0.1,0.39,43.0,1.57,4,1,0.061,46.9,0.79,0.39
7.2,15,51,80,10.6,0.29,0.168,0.63,11.0,19,14,0.76,6.6,0.21,-0.06,41.4,1.12,3,2,0.015,64.5,0.62,0.32
10.2,13,75,69,7.2,0.47,0.068,1.07,12.5,25,23,0.93,5.1,0.15,-0.26,45.9,1.63,2,1,0.054,46.7,0.66,0.5
9.8,18,98,75,6.9,0.23,0.084,1.29,10.0,25,23,0.9,7.2,0.1,-0.21,36.8,1.79,3,2,0.011,30.0,0.66,0.34
5.2,14,96,86,12.2,0.36,0.323,1.1,9.9,18,14,0.79,4.1,0.15,0.12,42.5,2.34,4,0,0.064,55.2,0.73,0.32
11.3,9,73,89,2.0,0.17,0.118,0.81,12.8,34,28,0.84,1.0,0.13,0.14,36.9,1.03,1,1,0.045,44.8,0.67,0.4
6.4,17,85,164,2.8,0.7,0.15,0.6,7.0,28,21,0.74,7.7,0.28,-0.07,41.1,0.78,1,3,0.003,30.0,0.64,0.31
10.4,18,59,131,10.1,0.61,0.099,0.6,7.0,22,21,0.98,10.0,0.06,0.03,37.6,1.37,3,1,0.007,35.8,0.78,0.46
9.1,12,97,130,9.9,0.41,0.377,0.74,10.2,24,24,0.99,7.7,0.0,0.16,38.3,1.19,1,1,0.069,30.0,0.76,0.45
13.5,15,78,135,11.7,0.58,0.176,0.6,10.0,24,22,0.92,6.0,0.04,0.04,42.0,1.49,4,1,0.003,40.7,0.77,0.42
7.3,19,73,70,19.4,0.43,0.111,1.03,7.0,26,25,0.95,6.0,0.02,-0.03,39.7,1.76,3,0,0.024,37.4,0.76,0.38
7.0,14,70,63,10.5,0.25,0.172,1.09,16.6,17,12,0.72,6.5,0.23,0.1,47.9,2.63,1,1,0.045,30.0,0.64,0.3
7.9,7,78,66,13.0,0.26,0.078,1.16,10.3,29,24,0.82,6.4,0.09,0.1,46.7,1.27,2,0,0.017,48.8,0.72,0.35
7.1,8,68,140,5.1,0.3,0.051,0.6,10.9,19,15,0.8,5.8,0.09,0.4,45.2,0.39,3,0,0.018,30.0,0.75,0.3
10.4,10,96,83,13.8,0.18,0.047,1.14,5.4,26,23,0.87,6.1,0.11,0.32,45.1,1.38,3,1,0.062,64.9,0.75,0.37
3.2,13,70,62,7.4,0.21,0.097,1.11,22.4,27,20,0.76,10.7,0.26,-0.07,42.5,1.68,1,2,0.023,47.5,0.67,0.27
4.8,12,119,87,10.4,0.52,0.127,1.35,24.1,19,17,0.87,7.4,0.16,0.11,47.2,1.02,2,1,0.003,41.1,0.71,0.28
4.8,13,116,92,9.5,0.22,0.1,1.25,8.1,29,26,0.9,6.3,0.04,-0.22,40.8,1.62,3,1,0.058,63.8,0.71,0.28
10.9,13,57,108,15.2,0.17,0.058,0.6,18.1,31,23,0.74,8.0,0.19,-0.12,50.0,1.57,3,0,0.076,48.9,0.6,0.47
13.1,10,81,107,3.5,0.27,0.05,0.75,11.5,14,10,0.74,8.0,0.23,-0.03,38.2,1.63,2,1,0.067,50.2,0.64,0.48
7.7,11,63,75,1.0,0.73,0.039,0.83,20.0,22,16,0.71,8.8,0.29,-0.66,37.5,1.9,4,3,0.044,44.0,0.56,0.55
7.5,14,71,120,8.9,0.23,0.077,0.6,13.7,30,28,0.93,3.7,0.12,0.11,36.4,1.46,3,1,0.034,40.3,0.79,0.27
8.2,14,130,80,12.3,0.62,0.193,1.4,12.5,21,17,0.8,4.6,0.24,-0.42,37.1,1.77,2,1,0.074,51.1,0.58,0.5
11.5,10,72,95,10.8,0.05,0.078,0.75,5.0,20,15,0.77,3.6,0.21,-0.37,35.5,0.6,3,0,0.061,67.9,0.61,0.51
5.2,14,89,120,16.2,0.08,0.172,0.74,7.6,25,23,0.93,8.3,0.08,-0.14,42.9,1.02,2,1,0.046,30.0,0.71,0.33
8.7,10,93,80,12.2,0.68,0.14,1.15,12.1,25,19,0.74,8.2,0.21,-0.12,45.4,1.33,0,1,0.07,73.0,0.66,0.46
10.9,16,54,82,7.2,0.5,0.218,0.65,13.0,23,19,0.83,2.2,0.18,-0.47,42.1,1.0,2,0,0.048,30.0,0.6,0.51
9.5,20,58,117,1.0,0.75,0.179,0.6,5.9,26,24,0.92,7.2,0.07,0.28,36.5,1.5,1,1,0.078,47.9,0.76,0.35
8.6,9,49,74,8.8,0.58,0.051,0.65,8.4,20,17,0.87,10.1,0.2,-0.04,40.1,1.33,3,1,0.069,30.0,0.71,0.35
11.0,17,57,88,15.1,0.4,0.008,0.64,14.8,19,16,0.87,5.3,0.16,0.52,45.4,1.27,1,0,0.044,67.4,0.8,0.32
2.0,11,20,116,8.0,0.22,0.433,0.6,5.1,24,18,0.75,6.9,0.21,-0.02,40.6,1.94,1,0,0.074,30.0,0.59,0.36
10.0,12,93,161,10.1,0.69,0.193,0.6,12.7,24,18,0.75,8.2,0.21,0.06,38.8,1.54,2,2,0.027,61.8,0.62,0.37
6.0,15,131,118,12.1,0.41,0.312,1.1,18.2,25,22,0.87,2.0,0.11,-0.26,35.9,0.96,1,1,0.056,41.4,0.68,0.41
2.5,14,83,114,4.9,0.24,0.14,0.72,13.9,25,18,0.71,6.5,0.21,-0.47,40.3,1.2,1,1,0.014,42.6,0.56,0.34
9.5,17,44,115,13.1,0.2,0.045,0.6,13.7,24,23,0.96,9.8,0.03,0.26,39.2,1.88,0,1,0.072,30.0,0.77,0.25
12.1,12,63,67,18.2,0.1,0.114,0.93,5.0,22,18,0.81,4.2,0.19,-0.42,41.7,1.6,1,2,0.02,63.3,0.64,0.51
7.6,11,68,103,9.1,0.55,0.038,0.65,7.9,31,26,0.82,8.5,0.2,0.09,43.9,2.1,2,1,0.076,42.8,0.72,0.29
10.9,6,54,99,4.4,0.11,0.311,0.6,22.3,19,15,0.78,6.1,0.25,0.36,40.9,1.92,1,2,0.001,55.8,0.64,0.35
12.8,10,101,109,9.7,0.71,0.153,0.92,9.0,18,17,0.96,4.0,0.04,0.34,42.7,1.31,1,1,0.055,30.0,0.78,0.37
11.9,14,100,103,1.0,0.51,0.02,0.96,18.3,30,27,0.89,5.7,0.03,0.25,43.9,2.22,1,1,0.012,31.6,0.78,0.36
12.9,12,51,111,11.7,0.58,0.113,0.6,8.9,21,18,0.83,4.4,0.1,0.08,37.1,2.26,3,3,0.062,48.8,0.68,0.43
10.2,16,98,90,12.3,0.41,0.206,1.08,10.6,17,15,0.88,3.3,0.09,-0.11,49.5,0.61,1,0,0.039,30.0,0.69,0.42
8.2,14,118,101,18.4,0.08,0.012,1.16,14.6,22,18,0.81,5.2,0.22,-0.15,39.0,1.52,1,3,0.073,50.4,0.7,0.41
3.2,19,127,63,9.0,0.36,0.369,1.4,12.5,25,21,0.84,6.2,0.19,-0.26,44.1,1.23,1,1,0.057,35.1,0.63,0.43
7.3,15,150,90,12.0,0.2,0.144,1.4,13.9,22,18,0.81,5.5,0.18,-0.47,37.5,1.37,2,1,0.061,33.3,0.62,0.43
5.5,15,57,141,5.7,0.37,0.073,0.6,7.9,37,30,0.82,5.2,0.29,-0.18,42.4,1.09,3,0,0.01,52.7,0.7,0.28
14.5,11,150,109,8.2,0.03,0.085,1.36,6.3,25,20,0.79,6.7,0.28,0.15,42.6,1.03,1,1,0.008,47.6,0.69,0.45
7.5,15,71,99,2.4,0.1,0.081,0.71,7.6,23,17,0.72,7.6,0.3,-0.59,48.6,1.95,4,0,0.068,30.0,0.62,0.47
8.4,12,65,156,9.0,0.08,0.02,0.6,9.3,27,19,0.71,2.6,0.3,0.22,41.1,0.92,2,1,0.018,61.8,0.62,0.24
9.7,10,88,59,8.5,0.51,0.163,1.4,10.9,26,20,0.75,5.2,0.27,0.19,47.2,1.55,3,0,0.069,52.6,0.65,0.33
8.1,14,65,66,11.5,0.42,0.067,0.97,17.2,20,16,0.78,1.0,0.24,-0.02,43.2,0.83,2,0,0.011,30.0,0.7,0.4
13.1,13,89,151,6.9,0.69,0.018,0.6,12.4,23,22,0.97,5.5,0.0,0.22,49.4,2.13,1,0,0.025,40.5,0.78,0.4
6.1,14,46,101,10.4,0.35,0.055,0.6,14.4,23,20,0.88,6.5,0.06,-0.02,35.0,1.52,3,0,0.074,50.6,0.72,0.33
8.6,16,74,92,8.3,0.29,0.153,0.8,12.7,19,19,0.99,7.7,0.0,0.11,43.9,1.87,3,1,0.067,43.3,0.82,0.37
5.8,9,112,64,8.3,0.2,0.107,1.4,6.4,26,21,0.8,6.5,0.2,-0.24,35.0,1.6,3,0,0.004,30.0,0.64,0.37
4.0,12,78,113,10.4,0.27,0.076,0.68,12.1,26,21,0.82,7.6,0.17,-0.06,41.8,1.37,1,1,0.036,46.0,0.7,0.32
6.2,11,83,116,10.2,0.18,0.14,0.71,12.7,24,22,0.92,6.2,0.1,0.04,46.1,1.53,1,2,0.073,56.4,0.75,0.36
7.9,7,91,67,13.8,0.08,0.114,1.34,15.8,21,18,0.87,4.0,0.02,0.64,47.8,2.25,2,0,0.001,43.8,0.8,0.31
6.7,9,109,95,9.4,0.46,0.172,1.14,6.7,22,19,0.86,2.7,0.17,0.1,45.0,1.05,5,2,0.009,45.8,0.72,0.35
5.9,9,38,89,8.3,0.26,0.106,0.6,5.0,18,16,0.87,5.2,0.13,-0.09,40.8,0.23,1,1,0.052,60.3,0.68,0.26
3.8,13,94,107,9.1,0.64,0.204,0.87,12.9,27,24,0.88,3.7,0.12,-0.05,44.2,1.11,1,0,0.008,30.0,0.73,0.26
7.8,12,73,66,6.4,0.4,0.119,1.09,13.8,20,19,0.93,5.6,0.12,-0.23,50.0,0.9,1,0,0.036,56.0,0.68,0.4
3.5,13,84,137,8.2,0.14,0.109,0.61,11.1,21,19,0.9,4.5,0.05,-0.11,42.3,1.98,0,2,0.041,50.1,0.74,0.33
10.3,12,106,127,20.2,0.44,0.153,0.83,12.1,32,32,0.99,7.3,0.0,0.37,45.8,1.41,1,2,0.069,30.0,0.79,0.34
8.2,16,50,89,5.4,0.56,0.021,0.6,16.4,34,33,0.98,6.1,0.03,-0.08,40.3,1.91,2,1,0.077,55.5,0.75,0.36
3.6,18,54,93,8.6,0.66,0.114,0.6,9.7,24,20,0.83,7.3,0.13,-0.22,46.3,1.52,0,0,0.041,72.1,0.67,0.36
7.1,11,31,95,8.1,0.35,0.165,0.6,10.6,21,15,0.71,7.3,0.19,-0.27,45.6,1.5,3,1,0.041,50.0,0.63,0.43
5.7,12,66,76,8.8,0.47,0.098,0.86,12.4,22,15,0.7,5.5,0.24,-0.36,39.6,1.58,2,0,0.058,53.3,0.65,0.26
9.0,19,113,86,8.3,0.28,0.041,1.3,5.9,17,13,0.74,5.6,0.26,0.18,45.1,2.24,2,4,0.015,30.0,0.68,0.28
12.0,9,76,91,11.4,0.16,0.086,0.83,11.2,21,15,0.72,7.5,0.27,-0.12,45.3,1.59,2,0,0.075,35.7,0.61,0.56
2.4,11,46,148,1.4,0.48,0.143,0.6,11.7,21,17,0.81,13.3,0.19,-0.17,45.0,2.05,1,0,0.0,30.0,0.63,0.32
8.3,11,67,128,15.2,0.32,0.099,0.6,20.2,25,18,0.72,3.0,0.25,-0.14,41.8,2.02,3,0,0.0,50.9,0.67,0.26
7.5,9,42,128,13.2,0.68,0.108,0.6,10.5,16,14,0.89,6.1,0.05,0.12,46.9,1.42,3,0,0.05,37.2,0.75,0.35
10.0,8,51,111,3.8,0.72,0.084,0.6,13.0,30,23,0.76,2.4,0.25,-0.37,38.3,1.46,0,2,0.027,36.3,0.62,0.54
8.6,13,89,66,1.0,0.05,0.006,1.33,16.6,40,34,0.85,5.9,0.14,-0.45,42.0,1.31,4,1,0.032,55.6,0.68,0.45
5.7,19,50,98,5.1,0.39,0.204,0.6,7.8,30,22,0.73,4.0,0.3,0.2,42.4,2.14,2,1,0.018,70.0,0.68,0.31
7.0,7,107,129,8.8,0.17,0.11,0.82,18.9,25,24,0.95,5.6,0.01,0.38,46.7,1.03,3,2,0.033,43.7,0.79,0.19
5.6,16,78,62,22.9,0.17,0.179,1.24,20.8,22,21,0.93,6.5,0.0,0.21,38.1,1.14,1,2,0.066,30.0,0.74,0.26
11.2,19,82,119,12.7,0.19,0.283,0.68,11.9,27,22,0.82,4.5,0.05,0.32,43.0,1.36,2,2,0.056,45.6,0.67,0.33
8.1,10,73,169,1.0,0.14,0.05,0.6,9.3,26,25,0.97,1.0,0.01,0.67,40.0,0.93,2,0,0.008,47.9,0.82,0.14
13.7,13,99,131,6.6,0.21,0.068,0.75,20.1,23,17,0.76,10.3,0.25,-0.31,42.4,1.2,1,1,0.005,57.5,0.63,0.45
7.8,14,99,142,9.7,0.23,0.024,0.69,16.0,20,19,0.94,8.5,0.04,-0.28,43.6,2.07,2,2,0.04,40.1,0.77,0.48
5.9,7,88,106,11.3,0.76,0.095,0.82,12.4,17,15,0.86,5.6,0.11,0.19,36.9,1.83,1,2,0.058,58.2,0.72,0.29
3.5,10,94,129,3.4,0.63,0.176,0.72,19.1,20,16,0.8,3.3,0.12,-0.46,47.1,1.29,3,0,0.053,55.9,0.64,0.47
2.6,8,74,78,9.3,0.48,0.053,0.94,18.6,19,14,0.73,6.3,0.18,-0.07,43.7,1.9,1,1,0.069,40.5,0.68,0.19
3.2,10,93,123,6.4,0.35,0.233,0.75,10.3,23,17,0.75,7.1,0.27,-0.26,38.6,2.54,2,1,0.011,57.3,0.63,0.35
8.8,5,71,119,4.5,0.24,0.167,0.6,13.2,32,31,0.96,8.3,0.03,0.27,40.6,1.66,2,1,0.048,59.0,0.84,0.28
9.5,14,80,108,11.3,0.63,0.164,0.73,14.9,26,23,0.88,8.6,0.1,-0.14,48.0,2.21,3,1,0.061,30.0,0.7,0.42
3.3,9,73,139,13.9,0.36,0.12,0.6,12.1,35,27,0.77,9.2,0.15,0.31,43.7,1.93,4,2,0.075,59.4,0.69,0.24
10.7,14,68,83,14.2,0.33,0.019,0.81,5.0,23,20,0.85,1.0,0.1,-0.23,38.1,1.35,2,0,0.008,43.2,0.69,0.43
6.6,15,62,94,12.9,0.39,0.021,0.65,7.3,27,20,0.73,5.1,0.27,0.04,38.9,1.6,1,1,0.019,41.3,0.72,0.3
8.4,8,91,102,7.5,0.58,0.05,0.88,5.2,27,20,0.73,9.0,0.28,-0.38,44.5,1.76,3,1,0.028,43.4,0.65,0.38
12.8,12,112,69,13.6,0.31,0.385,1.4,14.5,24,23,0.97,3.2,0.02,0.25,45.0,1.13,1,1,0.043,63.6,0.72,0.51
10.7,13,109,106,11.5,0.11,0.296,1.02,6.1,34,28,0.84,9.7,0.23,-0.44,43.5,0.2,1,4,0.033,63.6,0.7,0.58
7.2,11,48,48,10.7,0.04,0.262,0.98,13.0,26,21,0.81,11.4,0.16,-0.07,40.8,1.08,2,1,0.069,52.1,0.68,0.37
5.3,10,112,131,6.9,0.14,0.095,0.85,21.2,24,24,0.98,9.6,0.08,0.42,45.2,0.42,3,0,0.076,49.0,0.81,0.22
2.0,15,72,101,7.5,0.38,0.131,0.71,19.1,30,25,0.82,8.0,0.19,-0.06,40.8,1.12,1,0,0.006,43.4,0.7,0.17
5.8,13,95,84,10.4,0.19,0.133,1.12,5.0,24,19,0.8,4.7,0.2,0.25,38.6,0.65,2,1,0.056,85.5,0.67,0.15
7.4,8,57,74,22.2,0.43,0.087,0.76,5.6,24,19,0.78,6.8,0.26,-0.17,48.3,1.94,2,0,0.009,34.7,0.66,0.5
5.0,9,83,92,11.5,0.49,0.182,0.89,8.1,26,23,0.87,2.0,0.1,-0.15,44.0,0.91,0,2,0.072,38.3,0.68,0.37
7.6,12,87,120,6.9,0.4,0.057,0.72,6.2,24,21,0.87,3.7,0.12,0.04,38.9,1.77,0,0,0.011,49.5,0.72,0.3
8.2,19,42,116,5.8,0.13,0.021,0.6,5.0,19,13,0.7,3.9,0.23,0.05,42.5,1.88,2,1,0.079,31.4,0.67,0.37
7.3,14,95,78,7.5,0.17,0.086,1.2,11.9,26,23,0.9,6.2,0.15,-0.62,42.1,1.85,3,2,0.034,60.7,0.66,0.42
6.0,7,113,74,20.9,0.68,0.168,1.4,15.5,29,27,0.94,4.8,0.08,0.18,40.6,0.57,4,2,0.031,30.0,0.76,0.3
8.5,8,75,119,8.0,0.66,0.252,0.62,16.8,34,30,0.88,6.8,0.17,-0.35,42.9,2.06,3,1,0.047,34.3,0.68,0.54
9.3,10,114,78,14.5,0.67,0.245,1.4,9.6,19,18,0.96,8.6,0.05,-0.31,38.3,1.71,2,0,0.032,39.0,0.75,0.42
4.7,7,75,101,8.1,0.52,0.013,0.74,10.6,26,20,0.78,3.9,0.27,-0.01,45.5,1.9,4,3,0.019,30.0,0.72,0.26
12.2,16,101,103,11.3,0.64,0.143,0.97,13.8,23,17,0.76,6.4,0.21,0.3,42.0,2.41,2,0,0.05,60.6,0.69,0.33
7.7,15,24,109,14.0,0.1,0.035,0.6,11.5,23,21,0.91,4.8,0.14,0.02,35.6,1.9,3,1,0.058,30.0,0.73,0.34
8.1,10,140,125,7.1,0.19,0.129,1.11,16.1,25,19,0.76,6.6,0.22,-0.53,41.1,0.91,2,0,0.076,30.6,0.66,0.48
10.1,9,117,62,6.8,0.42,0.322,1.4,14.2,30,22,0.73,8.1,0.27,-0.37,39.5,1.83,2,0,0.033,34.8,0.51,0.59
8.7,12,72,42,18.3,0.14,0.313,1.4,10.1,32,23,0.73,8.8,0.3,-0.33,35.0,0.75,2,0,0.056,57.6,0.61,0.52
10.9,5,30,82,14.9,0.31,0.022,0.6,5.0,20,19,0.93,8.0,0.19,-0.03,41.4,1.47,3,0,0.067,66.8,0.73,0.38
8.9,9,87,154,14.0,0.19,0.032,0.6,19.5,22,16,0.71,7.2,0.3,-0.22,46.1,1.25,1,0,0.067,52.8,0.63,0.44
6.2,8,43,160,13.9,0.62,0.228,0.6,8.6,19,15,0.79,1.7,0.26,-0.01,41.6,1.51,2,1,0.003,30.0,0.67,0.38
9.1,9,91,154,12.3,0.3,0.124,0.6,13.8,17,13,0.74,2.8,0.23,0.17,44.8,0.75,2,1,0.028,35.7,0.71,0.4
4.6,19,90,94,20.1,0.21,0.017,0.95,5.0,24,22,0.93,3.5,0.08,0.12,42.0,0.8,1,1,0.001,68.6,0.79,0.31
8.3,10,56,46,10.2,0.67,0.114,1.19,11.9,25,21,0.85,7.1,0.14,0.23,40.2,1.28,4,2,0.045,45.4,0.69,0.26
7.9,5,108,30,12.9,0.16,0.097,1.4,12.5,29,22,0.76,2.1,0.3,-0.28,39.1,1.39,2,1,0.069,30.0,0.58,0.31
7.4,14,100,81,2.7,0.33,0.053,1.22,12.7,23,21,0.93,7.0,0.07,1.0,36.9,1.29,4,1,0.065,77.9,0.84,0.06
